image_id,width,height,label,xmin,ymin,xmax,ymax
n12761284_2269.png,500,375,mango,401,89,431,125
n12761284_13638.png,500,375,mango,189,115,236,164
n12761284_14326.png,500,375,mango,128,241,154,276
n11706761_9724.png,375,500,avocado,52,238,140,349
n11706761_2248.png,480,640,avocado,149,57,215,154
Gatton2_train_20150429T1807_pic000279.png,1296,964,capsicum,1132,776,1216,878
n12761284_17818.png,500,375,mango,397,107,438,152
n11706761_19353.png,500,375,avocado,280,155,319,198
strawberries-1.png,1701,1129,strawberry,449,749,798,1118
Gatton2_valid_20150429T1817_pic000049.png,1296,964,capsicum,378,278,458,722
n12710693_8706.png,500,375,orange,66,165,109,198
n12761284_6485.png,448,336,mango,135,137,172,170
n12761284_9555.png,500,333,mango,90,72,260,251
n12761284_5916.png,500,375,mango,177,135,241,219
strawberryplant.png,500,375,strawberry,83,37,245,156
green-apple-tree.png,1024,894,apple,405,528,657,743
Stanthorpe1_train_20150319T1634_pic000136.png,1296,964,capsicum,140,422,168,528
n12761284_14326.png,500,375,mango,245,268,266,299
n12761284_8800.png,375,500,mango,125,369,210,464
n12761284_17925.png,500,375,mango,154,33,224,112
n12761284_10106.png,500,375,mango,395,278,434,320
n12761284_10809.png,500,375,mango,236,176,279,238
n12710693_4896.png,333,500,orange,123,276,177,329
20151125T1138_pic000204.png,1296,964,rockmelon,31,467,119,590
20151125T1143_pic000087.png,1296,964,rockmelon,1044,367,1172,522
n12710693_13651.png,1200,1600,orange,493,229,649,403
n12761284_9449.png,375,500,mango,105,79,136,110
n11706761_19738.png,500,333,avocado,81,132,146,213
n12761284_296.png,500,333,mango,344,276,378,331
n11706761_7188.png,500,375,avocado,249,116,287,163
Gatton1_valid_20141204T1836_frame0020.png,1296,964,capsicum,1134,470,1220,648
Gatton2_test_20150429T1524_pic000239.png,1296,964,capsicum,10,442,508,770
n12761284_1456.png,1024,768,mango,278,249,385,375
20151125T1143_pic000219.png,1296,964,rockmelon,721,81,842,169
Gatton2_valid_20150429T1831_pic000119.png,1296,964,capsicum,886,546,1010,666
n11706761_2920.png,640,853,avocado,322,751,376,814
Gatton1_valid_20141204T1836_frame0029.png,1296,964,capsicum,260,296,440,456
n12761284_13638.png,500,375,mango,267,330,302,361
20151125T1143_pic000357.png,1296,964,rockmelon,1055,656,1156,748
20151125T1138_pic000728.png,1296,964,rockmelon,759,807,915,927
n12761284_15364.png,2048,1536,mango,756,929,891,1099
n12761284_16964.png,500,333,mango,223,118,300,193
n12710693_12500.png,500,375,orange,265,158,411,312
n12761284_9245.png,375,500,mango,180,174,216,214
n12761284_9245.png,375,500,mango,110,178,150,225
Fresh-ripe-apples-on-tree-in-Kasauli.png,600,450,apple,167,244,214,279
n11706761_6026.png,375,500,avocado,119,224,179,289
IMG_1951.png,1000,750,apple,33,520,125,582
n12761284_16940.png,333,500,mango,125,193,156,213
strawberries.png,1024,768,strawberry,148,131,268,247
n12761284_9138.png,500,375,mango,119,53,169,95
n12761284_13684.png,500,375,mango,442,199,488,238
Stanthorpe1_valid_20150319T1821_pic000559.png,1296,964,capsicum,474,466,588,592
golden-delicious-apples-495-400.png,495,400,apple,197,252,274,336
n11706761_3038.png,500,375,avocado,208,248,241,292
CroppedImage910400-golden-delicious-apples-495-400.png,910,400,apple,68,53,120,146
PinkLady-apple-tree-23.png,1000,667,apple,420,33,651,269
n12761284_18160.png,375,500,mango,130,380,169,424
n12761284_8410.png,375,500,mango,332,44,369,79
n12761284_12137.png,500,333,mango,180,238,210,269
n12761284_646.png,375,500,mango,297,203,329,238
n12710693_13602.png,500,333,orange,115,204,182,266
n12710693_17841.png,405,500,orange,84,138,373,436
n12761284_8410.png,375,500,mango,222,100,262,152
IMG_0954.png,1024,768,strawberry,304,472,464,594
E12812977-14.png,900,602,apple,129,57,357,278
maxresdefault-1.png,1920,1080,strawberry,1321,633,1625,960
yum.png,900,604,strawberry,527,256,605,336
n12761284_6485.png,448,336,mango,168,126,215,192
8.png,1024,768,strawberry,6,500,140,657
n11706761_19353.png,500,375,avocado,320,327,348,356
IMG_0954.png,1024,768,strawberry,805,488,966,609
Dalat_Strawberry_garden.png,602,448,strawberry,254,155,295,195
n12761284_12973.png,500,375,mango,187,259,220,300
Gatton2_test_20150429T1651_pic000009.png,1296,964,capsicum,238,458,248,500
n12761284_6485.png,448,336,mango,268,173,308,235
n12761284_6541.png,334,500,mango,125,333,200,454
n12761284_10106.png,500,375,mango,27,163,52,198
n12761284_9138.png,500,375,mango,48,261,90,306
Fresh-ripe-apples-on-tree-in-Kasauli.png,600,450,apple,26,143,64,190
20151125T1138_pic000415.png,1296,964,rockmelon,786,767,898,899
Gatton2_train_20150429T1621_pic000059.png,1296,964,capsicum,742,392,800,464
n12710693_16214.png,375,500,orange,238,224,284,269
n12761284_2269.png,500,375,mango,300,187,342,226
20151125T1143_pic000397.png,1296,964,rockmelon,347,98,535,319
n11706761_9001.png,291,432,avocado,72,197,191,406
n12761284_2679.png,500,334,mango,168,178,197,195
Gatton2_train_20150429T1519_pic000159.png,1296,964,capsicum,1004,370,1138,536
n12761284_10405.png,500,375,mango,450,212,477,247
n12761284_4318.png,336,448,mango,123,282,216,425
n12761284_673.png,800,1106,mango,495,992,558,1061
n12761284_1456.png,1024,768,mango,640,89,727,221
n12761284_17818.png,500,375,mango,234,122,283,167
20151125T1143_pic000354.png,1296,964,rockmelon,1202,400,1291,505
n12761284_5534.png,375,500,mango,135,421,225,479
CroppedImage910400-golden-delicious-apples-495-400.png,910,400,apple,289,13,402,129
strawberries.png,1024,768,strawberry,733,154,883,285
tc_0048-1.png,800,800,apple,632,505,720,615
n12761284_5534.png,375,500,mango,117,193,187,294
urban-apple-tree.png,400,546,apple,195,435,301,526
Gatton1_train_20141204T1614_frame0000.png,1296,964,capsicum,1168,232,1284,354
Gatton1_train_20141204T1836_frame0004.png,1296,964,capsicum,1005,588,1172,614
n12710693_8706.png,500,375,orange,70,122,120,173
PickYourOwnStrawberries.png,500,350,strawberry,435,181,497,293
1460105322_1756a2ed7f.png,500,375,strawberry,24,187,182,353
n12761284_8382.png,375,500,mango,89,71,154,166
n11706761_4580.png,500,374,avocado,7,102,238,357
Stanthorpe1_test_20150319T1831_pic000099.png,1296,964,capsicum,162,588,730,600
photo11.png,598,800,rockmelon,277,572,357,650
n12761284_5534.png,375,500,mango,53,253,133,310
iStock-strawberries-closeup-web.png,1024,682,strawberry,541,184,829,377
n12761284_2068.png,375,500,mango,7,120,50,177
n12761284_2068.png,375,500,mango,70,45,124,110
Gatton1_test_20141204T1836_frame0017.png,1296,964,capsicum,402,108,492,210
Gatton2_test_20150429T1524_pic000249.png,1296,964,capsicum,754,586,956,798
20151125T1143_pic000038.png,1296,964,rockmelon,378,447,545,568
1460105322_1756a2ed7f.png,500,375,strawberry,125,117,289,321
n12761284_5633.png,500,375,mango,244,152,270,183
n12710693_3969.png,552,600,orange,285,112,386,217
n11706761_19353.png,500,375,avocado,358,327,393,359
n12761284_7410.png,500,375,mango,195,251,227,299
SpringStrawberries.png,640,426,strawberry,264,18,482,292
n12761284_673.png,800,1106,mango,21,726,106,784
n12761284_14326.png,500,375,mango,286,286,308,317
20151125T1138_pic000681.png,1296,964,rockmelon,797,103,935,277
n12761284_6541.png,334,500,mango,140,143,177,190
n12761284_10809.png,500,375,mango,76,155,119,214
20151125T1143_pic000041.png,1296,964,rockmelon,478,626,623,778
n12761284_7578.png,365,500,mango,223,148,283,223
PickYourOwnStrawberries.png,500,350,strawberry,187,53,348,212
IMG_0954.png,1024,768,strawberry,441,461,584,590
Dalat_Strawberry_garden.png,602,448,strawberry,342,287,409,377
n11706761_8352.png,1000,1333,avocado,196,381,823,1260
1.png,852,480,apple,128,132,285,283
img_2304.png,750,1000,strawberry,395,248,597,460
20151125T1138_pic000139.png,1296,964,rockmelon,505,698,632,866
Gatton2_train_20150429T1519_pic000109.png,1296,964,capsicum,462,638,566,770
Gatton2_train_20150429T1814_pic000059.png,1296,964,capsicum,300,584,594,656
strawberries-polytunnel.png,1600,1200,strawberry,831,658,934,794
n12761284_4543.png,375,500,mango,287,227,358,294
n12761284_9245.png,375,500,mango,166,191,210,246
n12761284_5633.png,500,375,mango,85,142,111,173
n12761284_17818.png,500,375,mango,255,186,317,234
fruit_apple_apple-tree_wallpaper_apple_07.png,1024,768,apple,7,427,89,553
n12761284_16961.png,500,375,mango,167,123,282,259
CroppedImage910400-golden-delicious-apples-495-400.png,910,400,apple,478,98,584,226
n11706761_6715.png,375,500,avocado,31,80,218,348
n12710693_4209.png,514,343,orange,6,37,58,118
img_6237.png,1000,750,apple,468,358,642,528
n12761284_7177.png,500,329,mango,396,124,431,162
20151125T1138_pic000386.png,1296,964,rockmelon,409,223,566,370
n12761284_4711.png,500,375,mango,257,177,300,275
n12761284_3963.png,500,333,mango,319,171,344,203
n12710693_9822.png,500,375,orange,342,64,435,152
n12761284_2269.png,500,375,mango,278,184,307,213
n12761284_9821.png,500,375,mango,424,157,468,199
n12710693_4896.png,333,500,orange,76,293,118,341
ar130598387413248.png,410,342,strawberry,43,93,134,185
Gatton1_test_20141204T1836_frame0023.png,1296,964,capsicum,1010,368,1096,491
Dalat_Strawberry_garden.png,602,448,strawberry,547,218,583,257
n12761284_8735.png,500,375,mango,160,154,218,222
strawberries-1.png,1701,1129,strawberry,1525,126,1696,427
n11706761_3038.png,500,375,avocado,255,220,281,256
n12761284_7177.png,500,329,mango,194,178,226,227
IMG_0954.png,1024,768,strawberry,217,408,311,471
yum.png,900,604,strawberry,616,324,733,434
Gatton1_train_20141204T1614_frame0000.png,1296,964,capsicum,618,292,816,524
8.png,1024,768,strawberry,191,426,401,615
n12761284_4543.png,375,500,mango,244,207,301,260
n12761284_17925.png,500,375,mango,369,120,445,227
6011852-3x2-940x627.png,940,627,rockmelon,247,413,355,539
7807503254_9d54ae414f_z.png,640,427,apple,308,300,413,401
E12812977-14.png,900,602,apple,220,206,490,472
n12761284_2269.png,500,375,mango,265,148,296,177
n12761284_6834.png,375,500,mango,154,179,201,227
n12710693_5711.png,500,375,orange,367,128,423,172
prune_my_wild_apple_trees.png,550,688,apple,424,60,544,161
n12761284_4360.png,500,375,mango,167,198,216,236
sturmer-pippins.png,1600,1200,apple,344,418,684,835
n12761284_8587.png,500,333,mango,94,230,165,310
berryfieldB1.png,1280,960,strawberry,281,478,449,648
n11706761_6026.png,375,500,avocado,265,45,328,114
n11706761_1.png,800,533,avocado,440,81,605,315
PickYourOwnStrawberries.png,500,350,strawberry,137,99,197,186
Gatton2_test_20150429T1524_pic000109.png,1296,964,capsicum,346,650,492,692
n12761284_4543.png,375,500,mango,164,377,249,478
n12761284_2916.png,500,375,mango,208,131,330,304
apple_tree_green_188c6l8-188c6ne.png,550,310,apple,153,216,350,303
n12710693_807.png,500,375,orange,230,327,258,355
2010-12-07-05-26-38_1291641998.png,700,525,apple,252,128,357,235
n12710693_16895.png,333,500,orange,58,208,127,277
n12761284_13066.png,500,318,mango,234,155,302,253
n12761284_4318.png,336,448,mango,66,270,143,414
n12761284_7273.png,500,375,mango,158,112,346,350
n12761284_646.png,375,500,mango,67,366,93,400
n12761284_8410.png,375,500,mango,8,82,59,151
n12761284_1656.png,1024,768,mango,405,430,535,519
strawberryplants.png,640,426,strawberry,35,167,158,328
prune_my_wild_apple_trees.png,550,688,apple,45,62,158,123
Gatton2_valid_20150429T1550_pic000319.png,1296,964,capsicum,326,384,504,542
n12761284_6834.png,375,500,mango,65,141,109,186
n12761284_9245.png,375,500,mango,295,330,339,400
n12761284_5059.png,375,500,mango,37,249,77,304
6011852-3x2-940x627.png,940,627,rockmelon,574,282,686,404
n12761284_9245.png,375,500,mango,302,233,347,287
green-apple-tree.png,1024,894,apple,547,154,828,446
Gatton1_train_20141204T1836_frame0012.png,1296,964,capsicum,552,698,726,876
n11706761_19353.png,500,375,avocado,398,253,421,281
n12761284_13638.png,500,375,mango,255,289,295,331
n12761284_9245.png,375,500,mango,185,43,227,81
n12761284_3409.png,960,1280,mango,528,219,591,317
n12761284_2679.png,500,334,mango,303,135,336,175
n12761284_3409.png,960,1280,mango,421,283,489,388
n12761284_13109.png,500,375,mango,73,114,212,301
Gatton1_valid_20141204T1836_frame0037.png,1296,964,capsicum,230,522,410,708
n12761284_5633.png,500,375,mango,411,207,435,239
n12761284_3668.png,333,500,mango,185,339,244,409
n12761284_5633.png,500,375,mango,208,217,232,247
n12761284_2269.png,500,375,mango,151,282,175,310
n12761284_6485.png,448,336,mango,240,180,275,237
n12761284_1060.png,500,378,mango,350,199,380,245
n12761284_7410.png,500,375,mango,138,87,177,138
Gatton1_train_20141204T1836_frame0004.png,1296,964,capsicum,386,452,396,468
1.png,852,480,apple,199,15,347,144
n12710693_4338.png,467,350,orange,212,140,282,214
n12761284_17821.png,500,333,mango,94,168,118,197
74477A.png,475,475,apple,237,66,380,211
n12761284_8735.png,500,375,mango,183,78,272,169
n12761284_5633.png,500,375,mango,452,262,480,289
n12761284_2679.png,500,334,mango,424,229,460,265
2009-09-15_23-09-46_utc-strawberries.png,720,330,strawberry,7,100,94,214
sturmer-pippins.png,1600,1200,apple,23,103,501,553
n12761284_2720.png,500,375,mango,57,151,144,278
20151125T1143_pic000379.png,1296,964,rockmelon,1096,760,1212,865
n12710693_4630.png,500,375,orange,29,126,195,296
apple-tree.png,1000,748,apple,289,373,470,600
n12761284_17818.png,500,375,mango,47,282,88,327
n12761284_8587.png,500,333,mango,248,29,351,205
img_6479-001-e1378168705770.png,1024,683,apple,266,179,711,555
n12710693_5711.png,500,375,orange,115,118,160,139
n12761284_4543.png,375,500,mango,222,248,297,336
n11706761_3088.png,1600,1200,avocado,570,236,1101,912
Gatton1_valid_20141204T1836_frame0037.png,1296,964,capsicum,888,754,922,894
Gatton1_valid_20141204T1836_frame0034.png,1296,964,capsicum,774,368,800,484
n12761284_17925.png,500,375,mango,225,34,297,133
apple-tree-1.png,800,600,apple,327,336,583,567
n12761284_9245.png,375,500,mango,227,181,261,222
n12761284_5534.png,375,500,mango,171,161,236,272
Gatton2_test_20150429T1806_pic000029.png,1296,964,capsicum,30,386,360,644
n11706761_15606.png,333,500,avocado,180,331,289,475
Strawberry-Close-up.png,1000,750,strawberry,158,556,230,641
n12761284_2269.png,500,375,mango,196,247,221,275
berryfieldB1.png,1280,960,strawberry,648,438,769,595
tc_0048-1.png,800,800,apple,679,490,774,601
n12761284_13001.png,500,375,mango,342,138,372,173
img_6237.png,1000,750,apple,479,517,665,707
Gatton1_valid_20141204T1836_frame0025.png,1296,964,capsicum,432,394,584,540
Gatton2_test_20150429T1836_pic000369.png,1296,964,capsicum,400,548,504,696
2844-960x960.png,800,800,apple,301,333,526,561
1460105322_1756a2ed7f.png,500,375,strawberry,280,177,355,275
Gatton1_test_20141204T1836_frame0010.png,1296,964,capsicum,1078,564,1240,746
n12761284_3395.png,500,333,mango,120,305,158,331
n12761284_7685.png,500,375,mango,185,110,367,351
n12761284_4480.png,500,375,mango,224,48,323,154
easy-apple-recipes-for-fall.png,736,552,apple,81,49,311,216
n11706761_2920.png,640,853,avocado,208,319,278,395
n12761284_17818.png,500,375,mango,305,247,345,290
img_6237.png,1000,750,apple,183,95,266,184
Gatton2_test_20150429T1806_pic000099.png,1296,964,capsicum,236,448,381,614
n12710693_13651.png,1200,1600,orange,791,883,940,1054
n12761284_10106.png,500,375,mango,115,270,151,308
Gatton2_test_20150429T1806_pic000099.png,1296,964,capsicum,1072,312,1142,396
golden-delicious-apples-495-400.png,495,400,apple,135,281,212,375
n12761284_13271.png,500,375,mango,105,247,176,312
n12761284_8410.png,375,500,mango,91,276,131,325
n12710693_16214.png,375,500,orange,251,383,297,427
Gatton2_valid_20150429T1831_pic000119.png,1296,964,capsicum,902,448,1138,516
Gatton1_test_2014204T1614_frame0007.png,1296,964,capsicum,484,378,696,554
Gatton2_train_20150429T1807_pic000279.png,1296,964,capsicum,576,720,724,762
n12710693_16214.png,375,500,orange,262,206,307,255
20151125T1143_pic000005.png,1296,964,rockmelon,1246,459,1291,601
n12761284_646.png,375,500,mango,54,345,89,375
20151125T1143_pic000112.png,1296,964,rockmelon,7,807,93,924
n12761284_5059.png,375,500,mango,263,198,311,258
n12710693_5020.png,730,1024,orange,258,348,566,642
n12761284_8587.png,500,333,mango,49,18,129,159
n12710693_4843.png,500,375,orange,176,33,354,167
Gatton2_train_20150429T1644_pic000139.png,1296,964,capsicum,906,520,934,574
n12761284_8410.png,375,500,mango,328,302,373,361
Gatton1_valid_20141204T1614_frame0025.png,1296,964,capsicum,956,370,1112,384
Gatton2_train_20150429T1519_pic000109.png,1296,964,capsicum,10,542,98,654
IMG_5392.png,640,427,strawberry,51,187,149,298
n12710693_122.png,500,375,orange,271,125,338,201
n12761284_646.png,375,500,mango,147,229,181,261
n12710693_16214.png,375,500,orange,199,249,245,292
2010-12-07-05-26-38_1291641998.png,700,525,apple,419,375,507,469
n12761284_16101.png,333,500,mango,71,208,128,268
n12761284_7578.png,365,500,mango,198,85,261,164
n11706761_5199.png,1024,685,avocado,499,260,616,402
Stanthorpe1_train_20150319T1634_pic000136.png,1296,964,capsicum,24,514,170,672
strawberries.png,1024,768,strawberry,805,289,926,364
n12761284_8013.png,375,500,mango,158,259,240,358
Dalat_Strawberry_garden.png,602,448,strawberry,106,227,136,265
img_2017.png,1000,750,apple,215,336,401,591
n12761284_8602.png,500,332,mango,254,134,277,159
n11706761_14415.png,500,375,avocado,271,221,341,267
n12761284_11565.png,500,375,mango,218,153,289,241
n12761284_17818.png,500,375,mango,327,109,371,164
n12761284_9245.png,375,500,mango,61,150,97,191
n12761284_3938.png,500,375,mango,300,33,439,172
n12761284_9265.png,500,375,mango,77,182,113,230
n12761284_2679.png,500,334,mango,324,48,352,80
n12761284_10809.png,500,375,mango,83,224,116,280
FARstevenson_6.png,620,465,strawberry,44,99,90,147
strawberryplants.png,640,426,strawberry,494,138,634,256
n12710693_5048.png,600,354,orange,271,11,502,199
Gatton2_test_20150429T1836_pic000529.png,1296,964,capsicum,696,364,824,518
n12761284_1796.png,500,333,mango,115,206,171,291
Gatton1_train_20141204T1614_frame0003.png,1296,964,capsicum,818,590,1032,638
n12761284_3409.png,960,1280,mango,253,601,311,720
n12761284_17821.png,500,333,mango,217,259,241,284
Stanthorpe1_test_20150319T1636_pic000224.png,1296,964,capsicum,310,594,440,776
n12761284_13109.png,500,375,mango,201,128,368,307
n12761284_2269.png,500,375,mango,379,140,401,178
20151125T1138_pic000346.png,1296,964,rockmelon,554,409,683,570
n12761284_4318.png,336,448,mango,88,138,158,273
sturmer-pippins.png,1600,1200,apple,1064,553,1579,1065
n12761284_2269.png,500,375,mango,97,204,121,230
n12761284_14810.png,375,500,mango,200,136,336,287
n12761284_10106.png,500,375,mango,182,99,220,138
apple-tree-1262424_960_720.png,960,637,apple,574,247,838,538
2844-960x960.png,800,800,apple,540,216,751,437
Stanthorpe1_test_20150319T1636_pic000224.png,1296,964,capsicum,850,432,1134,550
Gatton2_test_20150429T1806_pic000069.png,1296,964,capsicum,12,444,122,584
3007.png,580,326,strawberry,455,74,501,143
n12761284_13638.png,500,375,mango,364,41,403,78
n12710693_4940.png,500,459,orange,111,80,395,350
n12761284_9013.png,500,333,mango,111,151,151,197
n12761284_7756.png,500,375,mango,137,149,177,194
midorikawa-strawberry-farm_228041.png,550,412,strawberry,103,148,145,267
strawberries.png,1024,768,strawberry,252,578,441,734
IMG_0768.png,1000,750,apple,7,65,124,238
n12761284_12725.png,333,500,mango,87,154,131,218
Gatton1_valid_20141204T1836_frame0002.png,1296,964,capsicum,845,474,1192,832
n12761284_9821.png,500,375,mango,251,205,307,259
yum.png,900,604,strawberry,402,272,499,359
n12710693_3969.png,552,600,orange,84,71,154,130
n12761284_9474.png,500,375,mango,341,43,368,70
n12761284_4480.png,500,375,mango,274,229,384,324
n12761284_2916.png,500,375,mango,105,54,250,223
n12761284_14775.png,412,500,mango,265,214,313,264
strawberries-polytunnel.png,1600,1200,strawberry,307,889,441,1098
n12761284_10106.png,500,375,mango,283,122,320,149
strawberries.png,1024,768,strawberry,346,210,539,385
n12761284_1456.png,1024,768,mango,353,284,462,430
urban-apple-tree.png,400,546,apple,65,199,208,348
Gatton2_test_20150429T1524_pic000109.png,1296,964,capsicum,199,50,306,178
Gatton1_train_20141204T1836_frame0018.png,1296,964,capsicum,1118,398,1134,416
img_2017.png,1000,750,apple,310,137,566,394
n12761284_5030.png,500,375,mango,294,84,431,240
n12710693_9822.png,500,375,orange,98,150,199,266
n12761284_8410.png,375,500,mango,122,264,168,322
n12761284_7177.png,500,329,mango,45,226,83,262
n12761284_12725.png,333,500,mango,118,209,187,264
n12761284_13001.png,500,375,mango,77,342,108,360
n12761284_9808.png,500,375,mango,392,237,436,304
n12761284_2801.png,360,480,mango,112,216,155,270
Stanthorpe1_train_20150319T1834_pic000536.png,1296,964,capsicum,236,530,333,564
n12761284_673.png,800,1106,mango,50,767,131,860
n12761284_13638.png,500,375,mango,242,143,286,193
n12761284_17506.png,454,340,mango,191,185,225,239
8.png,1024,768,strawberry,734,499,879,640
n12761284_9474.png,500,375,mango,169,214,205,250
n07756641_4195.png,217,177,rockmelon,10,42,78,107
n11706761_3038.png,500,375,avocado,231,226,264,271
n12761284_5633.png,500,375,mango,434,203,459,238
6011852-3x2-940x627.png,940,627,rockmelon,246,285,346,394
74477A.png,475,475,apple,119,41,266,159
2010-12-07-05-26-38_1291641998.png,700,525,apple,114,232,205,324
n12761284_13684.png,500,375,mango,454,241,494,271
2979.png,800,800,apple,649,69,794,205
n12761284_10809.png,500,375,mango,186,321,237,361
apple-tree.png,1000,748,apple,423,67,710,293
20151125T1143_pic000294.png,1296,964,rockmelon,707,83,815,180
p1050832-1.png,1408,1056,strawberry,262,453,341,528
n12761284_11779.png,500,375,mango,159,150,194,181
n12761284_8800.png,375,500,mango,32,53,115,158
n12761284_2653.png,500,333,mango,214,146,342,278
20151125T1138_pic000152.png,1296,964,rockmelon,496,480,632,667
n12761284_5450.png,381,500,mango,236,195,313,269
Gatton2_valid_20150429T1817_pic000629.png,1296,964,capsicum,6,586,78,694
n11706761_6856.png,375,500,avocado,216,310,267,398
n12761284_13271.png,500,375,mango,128,111,218,180
n12761284_646.png,375,500,mango,212,184,249,226
n12761284_8602.png,500,332,mango,128,308,149,328
Stanthorpe1_valid_20150319T1838_pic000007.png,1296,964,capsicum,776,618,842,706
20151125T1138_pic000599.png,1296,964,rockmelon,1178,154,1290,286
1460105322_1756a2ed7f.png,500,375,strawberry,306,47,462,246
n12761284_646.png,375,500,mango,23,365,50,397
n12710693_11342.png,500,375,orange,213,147,251,180
20151125T1143_pic000112.png,1296,964,rockmelon,535,829,636,927
47_2.png,443,443,apple,121,61,293,229
Stanthorpe1_train_20150319T1834_pic000747.png,1296,964,capsicum,204,390,840,622
20151125T1143_pic000038.png,1296,964,rockmelon,1098,346,1246,489
n12710693_4896.png,333,500,orange,197,302,250,361
n12761284_2653.png,500,333,mango,207,50,324,150
n12761284_11779.png,500,375,mango,101,164,128,209
n12710693_12038.png,1024,768,orange,573,476,734,616
IMG_1951.png,1000,750,apple,152,290,232,373
Gatton2_valid_20150429T1817_pic000049.png,1296,964,capsicum,228,247,340,378
n12761284_17818.png,500,375,mango,436,182,474,229
DSC_0041.png,800,529,strawberry,115,352,213,446
20151125T1143_pic000038.png,1296,964,rockmelon,540,380,691,537
iStock-strawberries-closeup-web.png,1024,682,strawberry,641,370,858,581
n12761284_4360.png,500,375,mango,129,275,178,339
Gatton1_train_20141204T1836_frame0012.png,1296,964,capsicum,962,156,992,432
CroppedImage910400-golden-delicious-apples-495-400.png,910,400,apple,339,86,473,244
n12761284_2968.png,334,500,mango,79,276,165,383
n12761284_673.png,800,1106,mango,595,311,648,387
n12761284_6834.png,375,500,mango,109,271,144,304
IMG_0954.png,1024,768,strawberry,456,144,613,293
20151125T1143_pic000155.png,1296,964,rockmelon,676,741,777,830
n12761284_9265.png,500,375,mango,98,267,130,317
n12710693_16167.png,500,375,orange,118,95,169,143
n12761284_13711.png,375,500,mango,228,203,279,280
n11706761_19832.png,375,500,avocado,107,156,226,307
n11706761_2248.png,480,640,avocado,42,123,81,180
n12710693_5789.png,467,350,orange,46,248,95,295
IMG_0954.png,1024,768,strawberry,565,214,694,361
2010-12-07-05-26-38_1291641998.png,700,525,apple,9,296,55,378
n12761284_7578.png,365,500,mango,236,277,288,353
n12761284_1119.png,500,375,mango,185,67,287,160
2009-09-15_23-09-46_utc-strawberries.png,720,330,strawberry,198,47,279,130
n12761284_18160.png,375,500,mango,177,41,217,100
n12761284_18160.png,375,500,mango,216,43,257,92
n12761284_9265.png,500,375,mango,162,274,190,321
n12761284_3261.png,500,375,mango,322,217,390,303
n12761284_7410.png,500,375,mango,404,273,440,325
7807503254_9d54ae414f_z.png,640,427,apple,275,77,422,203
n12761284_13684.png,500,375,mango,126,117,157,154
20151125T1138_pic000080.png,1296,964,rockmelon,420,688,514,773
n12761284_5633.png,500,375,mango,40,193,67,221
n11706761_12857.png,500,375,avocado,6,33,70,188
n12761284_10106.png,500,375,mango,222,285,244,310
20151125T1143_pic000068.png,1296,964,rockmelon,658,676,800,800
n12761284_9821.png,500,375,mango,448,219,489,262
n12710693_5789.png,467,350,orange,252,148,318,207
n12761284_9099.png,500,375,mango,208,141,271,174
Gatton1_valid_20141204T1836_frame0020.png,1296,964,capsicum,344,300,590,750
Gatton1_valid_20141204T1614_frame0001.png,1296,964,capsicum,242,388,396,560
74477A.png,475,475,apple,40,186,172,313
